energy,sigma
0.444605,0.00153479
0.444611,0.00144521
0.444617,0.00136249
0.444624,0.00128611
0.44463,0.00121562
0.444636,0.00115055
0.444643,0.00109046
0.44465,0.00102733
0.444657,0.000969595
0.444664,0.000916721
0.444672,0.000868243
0.444679,0.000823721
0.444686,0.000782785
0.444697,0.000727344
0.444705,0.00068993
0.444714,0.000652044
0.444723,0.000617612
0.444732,0.000586246
0.444741,0.000557607
0.44475,0.000531402
0.444764,0.000496106
0.444773,0.000474932
0.444786,0.000447135
0.444799,0.00042235
0.444813,0.000400158
0.444826,0.000380213
0.444839,0.000362224
0.444852,0.000345954
0.444865,0.000331194
0.444878,0.000317767
0.444896,0.000301544
0.444914,0.00028715
0.444931,0.000274328
0.444949,0.000262863
0.444967,0.000252565
0.444993,0.000238973
0.44502,0.000227252
0.445042,0.000218476
0.445065,0.000210671
0.445099,0.000200495
0.445133,0.000191845
0.445167,0.000184455
0.445201,0.000178076
0.445246,0.00017083
0.445292,0.000164774
0.445337,0.000159677
0.445382,0.000155358
0.445434,0.000151173
0.445486,0.000147671
0.445565,0.00014346
0.44564,0.000140242
0.44574,0.00013705
0.445842,0.000134705
0.445945,0.000133038
0.446051,0.000131927
0.446211,0.000131108
0.446301,0.000131004
0.446438,0.000131332
0.446574,0.000132017
0.446755,0.000133568
0.446936,0.000135743
0.44711,0.000138379
0.447283,0.000141564
0.447456,0.000145325
0.447629,0.000149707
0.447791,0.000154416
0.447952,0.00015979
0.448137,0.000166886
0.448322,0.000175201
0.44846,0.000182401
0.448599,0.000190566
0.448737,0.000199943
0.448876,0.000210751
0.448968,0.000218957
0.44906,0.000228122
0.449153,0.000238436
0.449268,0.000253243
0.449361,0.000267131
0.44943,0.000279042
0.449509,0.00029468
0.449563,0.000306499
0.449616,0.000319596
0.449666,0.000333667
0.449715,0.000348759
0.449763,0.000365715
0.449812,0.000384992
0.449859,0.000406501
0.449894,0.000424259
0.449928,0.000444037
0.449963,0.000466145
0.449998,0.000490959
0.450031,0.00051812
0.450062,0.000546723
0.450094,0.000579056
0.450125,0.000615777
0.450156,0.000657707
0.450177,0.000689059
0.450196,0.000721512
0.450224,0.000772636
0.450242,0.000810621
0.450261,0.00085212
0.450279,0.000897503
0.450298,0.000947151
0.450316,0.00100147
0.450335,0.00106084
0.450359,0.00114708
0.450383,0.00124332
0.450408,0.00134987
0.450432,0.00146649
0.450456,0.00159195
0.450522,0.00194843
0.450543,0.00205542
0.450565,0.00214734
0.450579,0.00219695
0.450597,0.00224196
0.450609,0.00226119
0.450621,0.00227124
0.450627,0.00227274
0.45064,0.00226715
0.450654,0.00224916
0.450668,0.00221954
0.450681,0.00217947
0.4507,0.00211239
0.450719,0.00202962
0.450747,0.00189071
0.450795,0.00165116
0.450823,0.00151709
0.450842,0.00143487
0.450863,0.00135148
0.450887,0.00126953
0.45091,0.0011973
0.450933,0.00113436
0.450956,0.00108015
0.450979,0.0010341
0.451002,0.000995702
0.451025,0.000964604
0.451046,0.000942713
0.451064,0.000928148
0.451083,0.000918386
0.451101,0.000913807
0.451111,0.000913652
0.45113,0.000918482
0.451142,0.000926191
0.451155,0.000938259
0.451168,0.000955609
0.45118,0.000979511
0.45119,0.0010028
0.451199,0.00103182
0.451209,0.00106802
0.451215,0.00109708
0.451222,0.00113099
0.451228,0.00117073
0.451234,0.00121764
0.451239,0.00125858
0.451244,0.00130555
0.451249,0.00135989
0.451253,0.00142346
0.451257,0.00147222
0.45126,0.0015273
0.451263,0.00159009
0.451266,0.00165374
0.451268,0.0017266
0.451271,0.00181092
0.451274,0.00190957
0.451276,0.00198514
0.451278,0.00207005
0.45128,0.00216606
0.451282,0.00227497
0.451284,0.00239911
0.451285,0.00254103
0.451287,0.00266118
0.451288,0.00279446
0.45129,0.00294271
0.451291,0.00310763
0.451292,0.00329145
0.451294,0.00345247
0.451295,0.00365788
0.451296,0.00388498
0.451297,0.00413602
0.451299,0.00441355
0.4513,0.00472023
0.451301,0.0050588
0.451303,0.00543229
0.451304,0.0058441
0.451305,0.00629769
0.451306,0.00679648
0.451308,0.00734423
0.451309,0.00794504
0.45131,0.00860304
0.451312,0.00932223
0.451313,0.0101069
0.451314,0.0108144
0.451315,0.0117312
0.451317,0.0127267
0.451318,0.0138043
0.451319,0.0149691
0.451321,0.0162233
0.451322,0.017575
0.451323,0.0190236
0.451324,0.0205747
0.451326,0.0222296
0.451327,0.0239927
0.451329,0.0265134
0.45133,0.028533
0.451332,0.0317719
0.451334,0.0352574
0.451336,0.0389846
0.451338,0.0429384
0.45134,0.0472669
0.451343,0.0541307
0.451347,0.0632598
0.451353,0.0796816
0.451357,0.087924
0.45136,0.09417
0.451363,0.0993785
0.451364,0.102356
0.451367,0.106311
0.451369,0.108862
0.451371,0.110574
0.451373,0.111823
0.451374,0.112612
0.451376,0.11287
0.451379,0.112471
0.45138,0.111578
0.451383,0.109487
0.451385,0.107308
0.451388,0.103654
0.45139,0.0998231
0.451392,0.0947281
0.451396,0.0880634
0.451399,0.0795928
0.451407,0.0596032
0.45141,0.0529587
0.451413,0.0473633
0.451415,0.0422113
0.451417,0.0385657
0.451419,0.0351159
0.45142,0.0318774
0.451422,0.0291227
0.451424,0.026393
0.451426,0.0238637
0.451427,0.0220965
0.451428,0.0204368
0.45143,0.0188835
0.451431,0.0174326
0.451432,0.0160828
0.451433,0.0148269
0.451435,0.0136642
0.451436,0.0129382
0.451437,0.011993
0.451438,0.0111172
0.451439,0.0103061
0.451441,0.00955713
0.451442,0.00886539
0.451443,0.00822871
0.451444,0.00764282
0.451445,0.00710509
0.451447,0.00661113
0.451448,0.00615893
0.451449,0.0057449
0.45145,0.00536665
0.451451,0.00502077
0.451453,0.00470532
0.451454,0.00441745
0.451455,0.0041552
0.451456,0.00389679
0.451458,0.00366345
0.451459,0.00345245
0.45146,0.00326179
0.451461,0.00308927
0.451463,0.00293322
0.451464,0.00279186
0.451465,0.0026639
0.451467,0.00251137
0.451469,0.00237715
0.451471,0.00225853
0.451472,0.00215351
0.451474,0.00206011
0.451476,0.0019768
0.451478,0.00190208
0.45148,0.00180368
0.451483,0.00171887
0.451486,0.00164316
0.451488,0.0015768
0.451491,0.00151807
0.451495,0.00144147
0.451499,0.00137582
0.451503,0.00131875
0.451507,0.0012686
0.451512,0.00121039
0.451518,0.00116017
0.451523,0.00111643
0.451528,0.00107891
0.451536,0.00103153
0.451544,0.00099132
0.451551,0.000956865
0.451561,0.00091806
0.451572,0.000885719
0.451582,0.000858483
0.451592,0.000835341
0.451607,0.000806678
0.451625,0.000780407
0.451643,0.000759647
0.451654,0.000748166
0.451678,0.000729561
0.451702,0.000715399
0.451737,0.00070011
0.451772,0.000689855
0.451816,0.000681593
0.451878,0.000675695
0.451939,0.000673322
0.451959,0.000673205
0.452182,0.000679418
0.452337,0.000683542
0.452388,0.000683927
0.452494,0.000682518
0.452601,0.000677834
0.4527,0.000670212
0.4528,0.000659412
0.452903,0.000645295
0.453006,0.000628493
0.453143,0.000602651
0.453358,0.000557237
0.453727,0.000475859
0.453932,0.000433262
0.45407,0.000406864
0.454207,0.000382319
0.454344,0.000359688
0.454482,0.000338954
0.454619,0.000320052
0.454756,0.00030288
0.454893,0.000287323
0.455031,0.000273259
0.455168,0.000260566
0.455305,0.000249128
0.455443,0.000238835
0.45558,0.00022959
0.455717,0.000221304
0.455854,0.000213901
0.455992,0.000207318
0.456129,0.000201503
0.456266,0.000196422
0.456404,0.00019206
0.456541,0.000188427
0.456678,0.000185575
0.456815,0.000183622
0.456918,0.00018277
0.456953,0.00018268
0.457056,0.000183063
0.457133,0.00018416
0.45721,0.000186233
0.457262,0.000188335
0.457313,0.000191336
0.457365,0.000195529
0.4574,0.000199352
0.457435,0.000204196
0.457471,0.000210449
0.457494,0.000215673
0.457518,0.00022199
0.457542,0.000229703
0.45756,0.000236875
0.457579,0.000245935
0.457598,0.000256924
0.457611,0.000265609
0.457624,0.000275647
0.457637,0.000287329
0.45765,0.000301035
0.457661,0.000314699
0.45767,0.000327685
0.457679,0.000342487
0.457688,0.000359465
0.457697,0.000379078
0.457704,0.000395869
0.457711,0.000414782
0.457718,0.000436212
0.457725,0.000460635
0.457729,0.000478874
0.457734,0.000502566
0.45774,0.000529185
0.457745,0.000559277
0.45775,0.000593518
0.457754,0.000622465
0.457758,0.000654714
0.457762,0.000690893
0.457766,0.000731783
0.45777,0.000778458
0.457773,0.000818102
0.457777,0.000867893
0.457779,0.00091003
0.457782,0.000957123
0.457784,0.00101019
0.457787,0.00107045
0.457789,0.00113948
0.457791,0.00119129
0.457792,0.00124855
0.457794,0.00131206
0.457796,0.00138273
0.457797,0.00146163
0.457799,0.00154071
0.4578,0.00161829
0.457802,0.00170353
0.457803,0.0017973
0.457804,0.00190062
0.457806,0.00201457
0.457807,0.00214032
0.457808,0.00227916
0.45781,0.0024326
0.457811,0.00260219
0.457812,0.00278957
0.457814,0.00299656
0.457815,0.00322519
0.457816,0.00347759
0.457818,0.00375594
0.457819,0.00406264
0.45782,0.00434548
0.457821,0.00472344
0.457823,0.00514005
0.457824,0.00559806
0.457826,0.00610116
0.457827,0.00665202
0.457828,0.00725579
0.45783,0.00791435
0.457831,0.0086321
0.457832,0.00941197
0.457834,0.0102583
0.457835,0.0110592
0.457836,0.0121315
0.457838,0.0132936
0.457839,0.0145491
0.457841,0.0159011
0.457842,0.0173524
0.457844,0.0189043
0.457845,0.0205579
0.457847,0.02282
0.457849,0.0250304
0.457851,0.0273728
0.457853,0.0306964
0.457856,0.0342265
0.457858,0.0386193
0.457862,0.0447598
0.457869,0.0566024
0.457872,0.062327
0.457875,0.0668613
0.457878,0.0704148
0.45788,0.0732046
0.457882,0.0752895
0.457884,0.0767538
0.457886,0.0781595
0.457888,0.0790921
0.45789,0.0796987
0.457892,0.0798887
0.457894,0.0796719
0.457896,0.079024
0.457898,0.077956
0.4579,0.0764859
0.457902,0.0742959
0.457905,0.0712261
0.457908,0.067694
0.457911,0.0633739
0.457914,0.0578387
0.457924,0.0405433
0.457927,0.0357151
0.45793,0.0316296
0.457932,0.0285473
0.457933,0.0263567
0.457936,0.0236172
0.457937,0.0219014
0.457938,0.0202752
0.45794,0.0187386
0.457941,0.0172913
0.457943,0.0159328
0.457944,0.0146615
0.457946,0.0133243
0.457947,0.0122852
0.457948,0.0113185
0.45795,0.0104191
0.457951,0.0095865
0.457952,0.0088162
0.457954,0.00810562
0.457955,0.00745098
0.457956,0.00684976
0.457958,0.00629819
0.457959,0.00579379
0.45796,0.00537822
0.457961,0.00499567
0.457962,0.00464349
0.457964,0.00432004
0.457965,0.00402271
0.457966,0.00375016
0.457967,0.00350023
0.457968,0.00327146
0.45797,0.00306175
0.457971,0.00287002
0.457972,0.00269456
0.457973,0.00253423
0.457974,0.00238747
0.457976,0.00225336
0.457977,0.00213064
0.457978,0.00201844
0.457979,0.00189394
0.457981,0.00178214
0.457982,0.00168154
0.457984,0.00159095
0.457985,0.00150913
0.457987,0.00143518
0.457988,0.00136814
0.45799,0.00130727
0.457992,0.00122587
0.457994,0.00115473
0.457996,0.00109212
0.457998,0.00103667
0.458,0.000987209
0.458002,0.000947966
0.458005,0.000903914
0.458007,0.000864279
0.458011,0.000811688
0.458014,0.000765779
0.458018,0.000725312
0.458021,0.0006893
0.458025,0.000657023
0.45803,0.00061883
0.458035,0.000585244
0.458039,0.000555499
0.458044,0.000531073
0.458048,0.000509002
0.458054,0.0004827
0.45806,0.000459446
0.458066,0.000438771
0.458071,0.000420297
0.458077,0.000403718
0.458086,0.000381854
0.458093,0.000367033
0.458103,0.000347628
0.458113,0.000331028
0.458123,0.000316712
0.458133,0.000304284
0.45814,0.000296889
0.458153,0.000283889
0.458167,0.000272878
0.45818,0.000263478
0.458194,0.000255401
0.45821,0.000247375
0.458225,0.000240561
0.458246,0.000232999
0.458267,0.000226833
0.458288,0.000221775
0.45832,0.000215817
0.458351,0.000211395
0.458379,0.000208521
0.458413,0.000205991
0.458447,0.000204389
0.458499,0.000203482
0.458548,0.000204098
0.458597,0.00020608
0.458646,0.00020948
0.458683,0.000213062
0.458719,0.000217642
0.458756,0.000223397
0.458793,0.000230646
0.45883,0.000239742
0.458854,0.000247074
0.458879,0.000255653
0.458899,0.000264123
0.458925,0.000276398
0.458942,0.000285915
0.45896,0.000296708
0.458977,0.000309017
0.458994,0.000323146
0.459011,0.000339468
0.459024,0.000353422
0.459038,0.000370702
0.459053,0.000391375
0.459067,0.000415301
0.459077,0.000433411
0.459087,0.000453547
0.459097,0.000476026
0.459107,0.000501223
0.459115,0.000525126
0.459123,0.000551661
0.459132,0.000581236
0.45914,0.000614331
0.459148,0.000651543
0.459157,0.000693583
0.459163,0.00072882
0.459169,0.000767719
0.459176,0.000813514
0.459183,0.00087088
0.459188,0.000913532
0.459193,0.000960231
0.459198,0.00101154
0.459203,0.00106809
0.459208,0.00113066
0.459212,0.00120013
0.459217,0.0012695
0.459221,0.00134632
0.459226,0.00143176
0.45923,0.00152719
0.459233,0.0016064
0.459237,0.00169301
0.45924,0.00178808
0.459243,0.00189277
0.459247,0.00200851
0.459249,0.00210867
0.459252,0.00223542
0.459255,0.00237561
0.459258,0.0025312
0.459261,0.00270448
0.459264,0.00289808
0.459267,0.00305844
0.459269,0.00323332
0.459271,0.00342446
0.459273,0.00360292
0.459275,0.00384123
0.459278,0.00410365
0.45928,0.00439279
0.459283,0.00471156
0.459285,0.00506298
0.459287,0.00545018
0.45929,0.00587647
0.459292,0.00630249
0.459294,0.0067203
0.459296,0.007171
0.459298,0.0076564
0.4593,0.0081783
0.459302,0.00873829
0.459304,0.00933764
0.459306,0.00997745
0.459308,0.0108713
0.459311,0.0117594
0.459313,0.0127069
0.459316,0.0140617
0.459319,0.0155138
0.459323,0.0175505
0.459329,0.0204325
0.459337,0.0249494
0.459341,0.0271326
0.459345,0.0289388
0.459349,0.030231
0.459351,0.0310939
0.459354,0.0318265
0.459356,0.0324163
0.459359,0.0328742
0.459361,0.033161
0.459364,0.0332408
0.459366,0.0331509
0.459369,0.0328777
0.459372,0.0323482
0.459374,0.031739
0.459377,0.0309887
0.45938,0.0296274
0.459384,0.0280954
0.459387,0.0263947
0.459392,0.0239528
0.459402,0.0187036
0.459406,0.016601
0.459409,0.0152703
0.459412,0.0139203
0.459415,0.0125757
0.459417,0.0116359
0.45942,0.0107564
0.459422,0.00993684
0.459425,0.00905593
0.459427,0.00847497
0.459429,0.00793269
0.459431,0.00742802
0.459432,0.00695874
0.459434,0.00652361
0.459436,0.00612044
0.459438,0.00574762
0.45944,0.00541404
0.459442,0.00510536
0.459445,0.00472918
0.459447,0.00439001
0.45945,0.00408418
0.459452,0.00380829
0.459455,0.00355926
0.459457,0.00333419
0.45946,0.00310985
0.459462,0.00294268
0.459465,0.00278959
0.459468,0.0026047
0.459471,0.00243925
0.459474,0.0022906
0.459477,0.00215666
0.45948,0.00203551
0.459483,0.0019256
0.459486,0.00181784
0.45949,0.00172014
0.459493,0.00163121
0.459496,0.00155002
0.459501,0.00145224
0.459505,0.00136478
0.45951,0.00128624
0.459514,0.00121539
0.459518,0.00115124
0.459523,0.00108676
0.459528,0.00102856
0.459533,0.000975812
0.459538,0.000927854
0.459543,0.000884093
0.45955,0.000825303
0.459558,0.000773546
0.459564,0.000734508
0.45957,0.000699156
0.459578,0.000656963
0.459587,0.000619615
0.459595,0.000586388
0.459603,0.000556693
0.459611,0.000530047
0.45962,0.000506044
0.459629,0.000481706
0.459639,0.000457557
0.45965,0.000436086
0.45966,0.000416911
0.459671,0.000399716
0.459686,0.000377072
0.459702,0.000357574
0.459716,0.000342169
0.459734,0.000325231
0.459752,0.000310639
0.459769,0.00029799
0.459787,0.000286958
0.459805,0.000277281
0.459832,0.000264858
0.45985,0.000257736
0.459874,0.000249234
0.459899,0.000241945
0.459935,0.000232836
0.459972,0.000225413
0.460008,0.000219318
0.460045,0.000214292
0.460094,0.000208898
0.460143,0.000204678
0.460216,0.000200047
0.460289,0.000196796
0.460387,0.000194062
0.460501,0.000192603
0.460566,0.00019238
0.460696,0.000192904
0.460826,0.000194456
0.461008,0.000198058
0.46119,0.000202986
0.461381,0.000209544
0.46159,0.000218128
0.461798,0.000228417
0.462006,0.000240387
0.462145,0.000249465
0.462284,0.000259484
0.462423,0.000270528
0.462561,0.000282695
0.4627,0.000296097
0.462839,0.000310862
0.462978,0.000327135
0.463117,0.000345086
0.463256,0.000364908
0.463395,0.000386835
0.463533,0.00041111
0.463665,0.000436733
0.463797,0.000465286
0.463915,0.000493731
0.464033,0.000525551
0.464144,0.000559498
0.464228,0.000588162
0.464311,0.000620343
0.464394,0.000657065
0.46445,0.000684756
0.464502,0.00071363
0.46455,0.000743662
0.464599,0.000777276
0.464648,0.000815003
0.464696,0.000858003
0.464745,0.000907513
0.464781,0.000949594
0.464818,0.00099658
0.464854,0.0010491
0.464891,0.00110774
0.464927,0.00117298
0.464964,0.00124499
0.465,0.00132348
0.465061,0.00146519
0.465123,0.0016126
0.465154,0.00167944
0.465186,0.00173623
0.465207,0.00176636
0.465227,0.00178895
0.465248,0.00180311
0.465269,0.00180826
0.46529,0.00180414
0.465311,0.00179084
0.465336,0.00176461
0.465367,0.00171651
0.465402,0.00164886
0.46546,0.0015177
0.46553,0.00135722
0.465577,0.0012593
0.465612,0.00119248
0.465649,0.00112899
0.465687,0.00107088
0.465725,0.00101933
0.465763,0.000973707
0.4658,0.000933027
0.465851,0.000885436
0.465901,0.000844278
0.465952,0.000808361
0.466002,0.000776703
0.466058,0.000745861
0.466119,0.000716223
0.46621,0.00067726
0.466303,0.000642492
0.466402,0.000610177
0.466533,0.000572216
0.466664,0.000538578
0.466796,0.000508387
0.466917,0.000483082
0.467038,0.000459884
0.467159,0.000438818
0.46728,0.000419216
0.467462,0.00039293
0.467584,0.000377326
0.467765,0.000356568
0.467927,0.000340499
0.468089,0.000326611
0.468271,0.000313541
0.468392,0.00030655
0.468513,0.000301338
0.468574,0.000299656
0.468654,0.000298856
0.468705,0.000299689
0.468755,0.000302309
0.468793,0.000306071
0.468819,0.00030998
0.468844,0.000315552
0.468863,0.000321171
0.468881,0.000328359
0.468899,0.000337964
0.468911,0.000346235
0.468923,0.000356556
0.468932,0.000366063
0.468941,0.000377548
0.46895,0.000391615
0.468956,0.000402669
0.468962,0.00041536
0.468968,0.000430322
0.468974,0.000448288
0.468978,0.000464426
0.468983,0.000483705
0.468986,0.000498899
0.468988,0.00051656
0.468991,0.000537435
0.468994,0.000555786
0.468996,0.000577041
0.468998,0.000601903
0.469,0.000631217
0.469002,0.000661932
0.469004,0.000688405
0.469005,0.000718316
0.469007,0.000752218
0.469008,0.000790669
0.46901,0.000834469
0.469011,0.00088429
0.469012,0.000941077
0.469014,0.00100578
0.469015,0.00105391
0.469016,0.00110638
0.469017,0.00116374
0.469018,0.00122625
0.469019,0.00129446
0.46902,0.00136874
0.469021,0.00144977
0.469022,0.00153793
0.469023,0.00163392
0.469024,0.00173819
0.469025,0.0018517
0.469026,0.00197483
0.469027,0.00210848
0.469028,0.00225319
0.469029,0.0024101
0.46903,0.00257966
0.469031,0.002763
0.469032,0.0029607
0.469033,0.00317426
0.469034,0.00340405
0.469034,0.00365138
0.469035,0.00391685
0.469036,0.00420209
0.469037,0.00450748
0.469038,0.00483451
0.469039,0.00518371
0.46904,0.00555709
0.469041,0.00595471
0.469042,0.00637818
0.469043,0.00682785
0.469044,0.00730576
0.469046,0.00807616
0.469047,0.00891302
0.469048,0.00963447
0.46905,0.0104012
0.469051,0.0114972
0.469053,0.0126791
0.469054,0.0139484
0.469056,0.0153057
0.469057,0.0167504
0.469059,0.0182811
0.469061,0.0202079
0.469063,0.0225791
0.469065,0.0250869
0.469068,0.028386
0.469072,0.0336121
0.469078,0.0415686
0.469081,0.0459823
0.469084,0.0493793
0.469087,0.0518411
0.469089,0.0538474
0.469091,0.0557212
0.469093,0.0569448
0.469095,0.0580916
0.469098,0.0588355
0.4691,0.0591957
0.469101,0.0592333
0.469103,0.0590454
0.469105,0.0583945
0.469107,0.0575443
0.469109,0.0565686
0.469111,0.055065
0.469113,0.0533653
0.469115,0.051056
0.469118,0.0480138
0.469121,0.04415
0.469125,0.0391974
0.469132,0.0307755
0.469135,0.026598
0.469138,0.0234105
0.46914,0.0210038
0.469142,0.0187429
0.469144,0.0171472
0.469145,0.0156427
0.469147,0.0142298
0.469148,0.0129101
0.46915,0.0116816
0.469151,0.01082
0.469152,0.0100091
0.469154,0.00924703
0.469155,0.00853374
0.469156,0.00793746
0.469157,0.00737732
0.469158,0.00685135
0.469159,0.00635901
0.46916,0.00589798
0.469161,0.00546792
0.469162,0.00506685
0.469163,0.00469395
0.469164,0.00434696
0.469166,0.00402538
0.469167,0.00372739
0.469168,0.00345205
0.469169,0.00319749
0.46917,0.00296296
0.469171,0.00274688
0.469172,0.00254835
0.469173,0.00239206
0.469174,0.00224697
0.469175,0.00211216
0.469176,0.00198721
0.469177,0.00187121
0.469177,0.00176385
0.469178,0.00166441
0.469179,0.00157251
0.46918,0.00148739
0.469181,0.00140881
0.469182,0.00133619
0.469183,0.00126922
0.469184,0.00120733
0.469185,0.00112342
0.469187,0.00104918
0.469188,0.000983322
0.469189,0.00092508
0.469191,0.000873493
0.469192,0.000827812
0.469193,0.000787285
0.469195,0.000751321
0.469196,0.000719339
0.469197,0.000690891
0.469199,0.000657629
0.469201,0.00062895
0.469203,0.000598685
0.469206,0.000573116
0.469208,0.000551292
0.46921,0.000532489
0.469213,0.000511121
0.469216,0.000493037
0.469219,0.000477487
0.469224,0.000457731
0.469228,0.000441171
0.469231,0.00043149
0.469237,0.000414648
0.469243,0.000400437
0.469249,0.000388262
0.469258,0.000372943
0.469267,0.000360351
0.469273,0.000353145
0.469285,0.000340963
0.469297,0.000331092
0.469309,0.000322959
0.469327,0.000313174
0.469345,0.000305511
0.469364,0.00029899
0.469384,0.000293733
0.469409,0.000288133
0.469448,0.00028184
0.469486,0.000277264
0.469551,0.000271948
0.469629,0.000267643
0.469708,0.000264794
0.469833,0.000262069
0.46998,0.000260667
0.470053,0.000260447
0.470221,0.00026105
0.470388,0.000262894
0.470612,0.00026722
0.470835,0.000273638
0.471003,0.000279903
0.47117,0.000287427
0.471338,0.000296442
0.471506,0.000306952
0.471673,0.000319242
0.471841,0.000333408
0.472008,0.000349825
0.472176,0.000368655
0.472343,0.000390422
0.472455,0.000406699
0.472567,0.000424583
0.472678,0.00044424
0.47279,0.000465857
0.472902,0.000489641
0.473014,0.000515823
0.473125,0.000544656
0.473237,0.000576418
0.473349,0.000611407
0.47346,0.000649938
0.473572,0.000692337
0.473684,0.000738926
0.473795,0.000790006
0.473907,0.000845823
0.474019,0.000906535
0.474131,0.000972146
0.474242,0.00104244
0.47441,0.00115531
0.474773,0.00141106
0.474885,0.00148332
0.475024,0.00156174
0.475108,0.00159938
0.475192,0.00162841
0.475262,0.00164534
0.475345,0.0016563
0.475387,0.00165787
0.475471,0.00165264
0.475555,0.00163834
0.475639,0.00161438
0.475722,0.00158223
0.475834,0.00152974
0.476023,0.00142684
0.476197,0.00133052
0.476309,0.00127613
0.476393,0.00124307
0.476448,0.0012267
0.476504,0.00121627
0.476546,0.00121329
0.476586,0.00121561
0.476625,0.00122407
0.476664,0.00124052
0.47669,0.00125705
0.476716,0.00127908
0.476743,0.00130775
0.476764,0.00133789
0.476791,0.00138351
0.476808,0.00142098
0.476826,0.00146528
0.476843,0.00151771
0.47686,0.00157993
0.476873,0.00163425
0.476887,0.0016963
0.476901,0.0017725
0.476911,0.00183756
0.476921,0.00191049
0.476932,0.00199251
0.476942,0.00208502
0.476953,0.00218971
0.476963,0.00230856
0.476974,0.00244391
0.476983,0.00257753
0.476991,0.0027047
0.476999,0.0028457
0.477006,0.00300234
0.477014,0.00317664
0.477022,0.00337093
0.47703,0.00358773
0.477037,0.00382987
0.477044,0.00406104
0.47705,0.00427265
0.477055,0.00450174
0.477061,0.00474951
0.477067,0.0050171
0.477072,0.00530553
0.477078,0.00561556
0.477086,0.00612197
0.477094,0.00665694
0.477103,0.00723434
0.477113,0.00805779
0.477135,0.00977559
0.477144,0.0103864
0.477152,0.0109222
0.477158,0.0112222
0.477163,0.0114661
0.477169,0.0116467
0.477175,0.0117583
0.47718,0.0117973
0.477187,0.0117508
0.477192,0.011638
0.477197,0.0114612
0.477203,0.0112255
0.477209,0.0109131
0.477214,0.0105495
0.477223,0.00993058
0.477235,0.00902354
0.477252,0.00766879
0.477262,0.00692093
0.477269,0.00639804
0.477277,0.00591245
0.477284,0.00546612
0.477292,0.00503729
0.477298,0.00474819
0.477304,0.00448078
0.47731,0.00423384
0.477316,0.00400601
0.477321,0.00379595
0.477327,0.00360229
0.477333,0.00342373
0.47734,0.00323652
0.477347,0.00304533
0.477355,0.00287255
0.477362,0.00271613
0.47737,0.00257424
0.477377,0.00244527
0.477385,0.00232781
0.477392,0.00222059
0.477401,0.00210186
0.477412,0.00197679
0.477423,0.00186596
0.477434,0.00176732
0.477445,0.00167916
0.477455,0.00160004
0.477466,0.00152875
0.477477,0.00146427
0.477493,0.00138131
0.477508,0.00130999
0.477523,0.00124712
0.477539,0.00119136
0.477554,0.00114167
0.477575,0.00108329
0.477595,0.00103241
0.477616,0.000987756
0.477636,0.000948292
0.477658,0.000910484
0.477682,0.000874552
0.477706,0.00084273
0.477742,0.000801305
0.477778,0.000765995
0.477813,0.000735576
0.477851,0.00070803
0.477891,0.000682147
0.477944,0.000652495
0.477997,0.00062724
0.47805,0.00060547
0.478112,0.000583757
0.478175,0.000564854
0.478268,0.000540989
0.478352,0.000523092
0.478459,0.000504468
0.478565,0.000489452
0.478672,0.000477424
0.478778,0.000467968
0.478885,0.00046079
0.479009,0.000455034
0.47908,0.000452999
0.479222,0.000451365
0.479382,0.000453288
0.479488,0.000456955
0.479595,0.000462599
0.479701,0.000470305
0.479808,0.000480221
0.479914,0.000492527
0.480021,0.000507443
0.480127,0.000525214
0.480234,0.0005461
0.48034,0.000570341
0.480447,0.00059811
0.480553,0.000629424
0.48066,0.000664018
0.480828,0.000723647
0.480997,0.000783961
0.481103,0.000818647
0.481188,0.000842557
0.481281,0.000864667
0.481374,0.000881553
0.481512,0.000899665
0.481734,0.000923018
0.481849,0.000938637
0.481955,0.000958169
0.482062,0.000983658
0.482163,0.00101415
0.482263,0.00105087
0.482373,0.00109818
0.482482,0.00115256
0.482592,0.00121372
0.482701,0.00128083
0.482866,0.00138987
0.483105,0.00155373
0.483222,0.00162801
0.483331,0.0016909
0.483441,0.00174234
0.483523,0.00177224
0.483605,0.00179391
0.483687,0.00180741
0.483769,0.00181238
0.483879,0.00180803
0.483988,0.00179428
0.484234,0.00175674
0.484317,0.00175302
0.484388,0.0017586
0.48446,0.00177558
0.484508,0.00179551
0.484556,0.00182393
0.484604,0.00186275
0.484652,0.00191499
0.484688,0.00196452
0.484724,0.0020246
0.48476,0.00209713
0.484796,0.0021844
0.484832,0.00228924
0.484856,0.00237058
0.484879,0.00246246
0.484902,0.00255842
0.484933,0.00271043
0.484953,0.00282589
0.484974,0.00295443
0.484994,0.00309774
0.485015,0.0032575
0.485035,0.00343557
0.485056,0.00363407
0.485073,0.00382225
0.485091,0.0040288
0.485108,0.00425533
0.485126,0.0045033
0.485144,0.00477409
0.485161,0.0050689
0.485179,0.0053888
0.485196,0.00573433
0.485221,0.0062575
0.485245,0.00682522
0.485286,0.00783719
0.485311,0.00844838
0.485333,0.00897503
0.485351,0.00935659
0.485369,0.00967964
0.485387,0.00992701
0.485399,0.0100426
0.485411,0.0101149
0.485423,0.0101417
0.485438,0.0101127
0.485452,0.0100179
0.485467,0.00986074
0.485481,0.00964704
0.485498,0.00933664
0.485515,0.00897408
0.48554,0.00836414
