energy,sigma
0.641936,9.50E-05
0.642138,9.43E-05
0.64234,9.40E-05
0.642542,9.41E-05
0.642744,9.47E-05
0.642946,9.57E-05
0.643148,9.71E-05
0.643349,9.89E-05
0.643551,0.000101244
0.643753,0.000104037
0.643955,0.000107361
0.644157,0.000111268
0.644422,0.000117381
0.644611,0.000122522
0.6448,0.00012843
0.644994,0.000135352
0.645126,0.000140611
0.645287,0.000147796
0.645494,0.000158286
0.64563,0.00016613
0.645812,0.000177914
0.645933,0.000186705
0.646054,0.000196388
0.646175,0.000207057
0.646296,0.000218823
0.646417,0.000231843
0.646538,0.000246269
0.646659,0.000262314
0.646781,0.000280183
0.646902,0.00030017
0.646993,0.000316722
0.647083,0.000334786
0.647174,0.000354536
0.647265,0.000376172
0.647356,0.000399921
0.647447,0.000426035
0.647537,0.000454803
0.647628,0.000486547
0.647719,0.000521637
0.64781,0.00056049
0.647901,0.000603578
0.647992,0.000651427
0.648082,0.000704422
0.648143,0.000743137
0.648234,0.000806606
0.648294,0.000852601
0.648385,0.000928101
0.648476,0.00101167
0.648567,0.00110376
0.648658,0.0012046
0.648749,0.00131401
0.648839,0.00143119
0.64896,0.00159652
0.649127,0.00182768
0.649213,0.00193964
0.649304,0.00204489
0.649364,0.00210402
0.649425,0.00215192
0.64949,0.00218886
0.649555,0.00220912
0.649598,0.00221304
0.649656,0.00220565
0.649713,0.00218487
0.649771,0.00215133
0.649828,0.00210627
0.649889,0.00204812
0.64998,0.00194481
0.65007,0.00182858
0.6503,0.00152008
0.650393,0.00140125
0.650484,0.00129367
0.650575,0.00119554
0.650666,0.00110741
0.650726,0.00105472
0.650787,0.00100717
0.650848,0.000964768
0.650908,0.000927759
0.650969,0.000896517
0.651029,0.000871626
0.651075,0.000857658
0.65112,0.000848327
0.651169,0.000844359
0.651173,0.000844351
0.651208,0.00084657
0.65125,0.000855374
0.651278,0.000865884
0.651305,0.000880871
0.651333,0.000901197
0.651361,0.000928018
0.651382,0.000953302
0.651403,0.000983908
0.651425,0.00102459
0.651441,0.00105676
0.651456,0.00109375
0.651471,0.00113638
0.651486,0.00118565
0.651501,0.00124277
0.651512,0.00129166
0.651524,0.00134656
0.651534,0.00140479
0.651545,0.00147015
0.651556,0.00154377
0.651567,0.00162697
0.651577,0.00172143
0.651585,0.00180085
0.651593,0.00188874
0.651601,0.00198634
0.65161,0.00209507
0.651618,0.00222783
0.651627,0.00237847
0.651633,0.00249043
0.651639,0.002613
0.651645,0.00274751
0.65165,0.00289557
0.651656,0.00305901
0.651661,0.0032151
0.651666,0.00338612
0.651671,0.00357408
0.651676,0.00378124
0.651681,0.00401041
0.651686,0.00426466
0.651691,0.00454787
0.651697,0.00486443
0.6517,0.00513725
0.651704,0.00543636
0.651708,0.00576521
0.651712,0.0061275
0.651716,0.0065278
0.65172,0.00697085
0.651724,0.00746238
0.651728,0.00800848
0.651731,0.00848067
0.651734,0.00899445
0.651737,0.009554
0.65174,0.0101632
0.651743,0.0108269
0.651747,0.0115491
0.65175,0.0123347
0.651753,0.0131879
0.651757,0.0143539
0.65176,0.0156396
0.651764,0.0170524
0.651768,0.0185967
0.651772,0.0202757
0.651775,0.0218269
0.651779,0.023858
0.651783,0.026024
0.651789,0.029489
0.651798,0.0343785
0.651806,0.0393033
0.651812,0.0427957
0.651816,0.0449283
0.65182,0.0468422
0.651824,0.0485853
0.651828,0.0497175
0.651831,0.0505955
0.651834,0.051201
0.651838,0.0515204
0.65184,0.0515707
0.651844,0.0513963
0.651847,0.0509231
0.651851,0.050168
0.651854,0.0491622
0.651858,0.0479174
0.651861,0.0464593
0.651866,0.0442328
0.65187,0.041895
0.651876,0.0383331
0.65189,0.0297201
0.651896,0.026235
0.6519,0.0240535
0.651904,0.0222529
0.651907,0.0205625
0.651911,0.0189853
0.651914,0.0175228
0.651918,0.0161731
0.651922,0.0148206
0.651925,0.0139542
0.651927,0.0131459
0.65193,0.0123932
0.651933,0.0116926
0.651935,0.0110418
0.651938,0.0104371
0.651941,0.00987589
0.651944,0.00923034
0.651948,0.00864233
0.651951,0.00810629
0.651954,0.00761749
0.651958,0.00717101
0.651961,0.00676296
0.651964,0.00638933
0.651968,0.00604683
0.651972,0.0056335
0.651977,0.00526333
0.651981,0.00493061
0.651986,0.00463068
0.65199,0.0043593
0.651995,0.0041131
0.651999,0.00388899
0.652004,0.00368445
0.65201,0.00344561
0.652016,0.00323163
0.652021,0.00303909
0.652027,0.00286522
0.652033,0.00270757
0.652039,0.00256421
0.652044,0.0024334
0.65205,0.00231373
0.652058,0.00217176
0.652066,0.00204437
0.652073,0.00192957
0.652081,0.00182575
0.652088,0.0017315
0.652096,0.00164568
0.652104,0.00156728
0.652114,0.00146915
0.652123,0.00139514
0.652132,0.0013278
0.652141,0.00126634
0.652153,0.00119237
0.652164,0.00112627
0.652176,0.00106693
0.652188,0.00101341
0.6522,0.000964943
0.652214,0.000914191
0.652229,0.000862608
0.652245,0.000816667
0.65226,0.000775545
0.652276,0.000738561
0.652292,0.00070515
0.652307,0.000674841
0.652331,0.000634355
0.652354,0.000599187
0.652377,0.000568084
0.6524,0.000540373
0.652424,0.000515558
0.652447,0.000493241
0.65247,0.00047308
0.652505,0.000446211
0.652531,0.000428081
0.652561,0.000409692
0.652605,0.000385329
0.65265,0.000364142
0.652694,0.000345521
0.652738,0.000329001
0.652783,0.000314222
0.652842,0.000296747
0.652901,0.000281383
0.65296,0.00026778
0.653024,0.000254665
0.653091,0.000242139
0.653159,0.000230881
0.653226,0.000220689
0.653297,0.000210966
0.653372,0.000201697
0.653483,0.000189288
0.653596,0.000178168
0.653712,0.000168028
0.653828,0.000158938
0.653974,0.000148747
0.654082,0.000142029
0.654243,0.00013299
0.654405,0.000124972
0.654566,0.000117846
0.654728,0.000111448
0.654889,0.000105698
0.655051,0.000100487
0.655158,9.73E-05
0.655373,9.15E-05
0.655528,8.77E-05
0.655759,8.26E-05
0.655991,7.81E-05
0.656222,7.41E-05
0.656454,7.05E-05
0.656685,6.72E-05
0.656917,6.43E-05
0.657225,6.09E-05
0.657534,5.79E-05
0.657843,5.52E-05
0.658152,5.29E-05
0.65846,5.09E-05
0.658769,4.91E-05
0.659078,4.75E-05
0.659386,4.61E-05
0.659695,4.49E-05
0.660004,4.39E-05
0.660312,4.30E-05
0.660621,4.23E-05
0.66093,4.17E-05
0.661238,4.12E-05
0.661547,4.09E-05
0.661856,4.07E-05
0.662164,4.06E-05
0.662473,4.07E-05
0.662782,4.10E-05
0.663091,4.14E-05
0.663399,4.20E-05
0.663708,4.29E-05
0.664017,4.40E-05
0.664402,4.57E-05
0.664634,4.71E-05
0.664865,4.86E-05
0.665097,5.05E-05
0.665251,5.19E-05
0.665541,5.50E-05
0.665714,5.72E-05
0.665888,5.97E-05
0.666062,6.26E-05
0.666231,6.58E-05
0.666393,6.93E-05
0.666556,7.33E-05
0.666671,7.65E-05
0.666795,8.03E-05
0.666918,8.46E-05
0.66698,8.69E-05
0.667103,9.20E-05
0.667227,9.77E-05
0.667319,0.000102495
0.667412,0.000107794
0.667505,0.000113656
0.667597,0.00012016
0.66769,0.000127401
0.667783,0.000135493
0.667875,0.000144572
0.667968,0.000154801
0.668029,0.000162357
0.668091,0.000170582
0.668153,0.000179556
0.668215,0.000189372
0.668276,0.000200136
0.668338,0.000211973
0.6684,0.000225029
0.668462,0.000239472
0.668523,0.000255503
0.668585,0.000273308
0.668644,0.000292162
0.668702,0.000313255
0.668746,0.000330723
0.66879,0.000349798
0.668834,0.000370695
0.668878,0.000393583
0.668922,0.000418669
0.668966,0.000446335
0.66901,0.000476989
0.669054,0.000511031
0.669096,0.000546844
0.669138,0.000586618
0.669179,0.000630941
0.669221,0.000680503
0.669249,0.000716857
0.669277,0.000756181
0.669314,0.000813796
0.669351,0.000878129
0.669375,0.000925248
0.6694,0.000976153
0.669425,0.00103123
0.669449,0.00109091
0.669474,0.00115569
0.669507,0.00124936
0.669528,0.0013179
0.66955,0.00139184
0.669571,0.00147172
0.669593,0.00155809
0.669615,0.00165159
0.669636,0.0017529
0.669656,0.00185461
0.669684,0.00200881
0.669712,0.0021802
0.66974,0.00237063
0.669767,0.00258204
0.669786,0.00273572
0.669811,0.00295777
0.669834,0.00318472
0.669857,0.00343043
0.66988,0.00369512
0.669903,0.00397829
0.669935,0.00439256
0.669984,0.0050727
0.670032,0.00575566
0.670056,0.00606675
0.670079,0.00633574
0.670102,0.00656057
0.670118,0.00668009
0.670133,0.00677179
0.670149,0.00683326
0.670164,0.00686287
0.670172,0.00686543
0.670188,0.00684413
0.670204,0.00678733
0.67022,0.00669673
0.670237,0.00657497
0.670258,0.00637008
0.670277,0.00616222
0.670295,0.00593134
0.670332,0.0054258
0.670397,0.00451028
0.670431,0.00406388
0.670455,0.00376177
0.670479,0.00347962
0.670504,0.00321824
0.670528,0.0029775
0.670555,0.00273671
0.670573,0.00258259
0.670592,0.0024388
0.67061,0.00230476
0.670638,0.00212063
0.670666,0.00195503
0.670684,0.00185397
0.670706,0.00174465
0.670727,0.00164385
0.670749,0.0015508
0.670771,0.00146485
0.670792,0.00138535
0.670814,0.00131175
0.670835,0.00124353
0.670857,0.00118023
0.670882,0.00111335
0.670906,0.00105177
0.670931,0.000994981
0.670956,0.000942523
0.670981,0.000893989
0.671018,0.000827773
0.671055,0.000768524
0.671082,0.000728105
0.67111,0.000690765
0.671152,0.000639887
0.671194,0.000594425
0.671235,0.000553655
0.671277,0.000516973
0.671321,0.000482117
0.671365,0.000450731
0.671409,0.000422394
0.671453,0.000396751
0.671497,0.000373457
0.671542,0.000351533
0.671588,0.000331237
0.671634,0.000312742
0.67168,0.000295832
0.671726,0.000280331
0.671785,0.000262403
0.671841,0.00024698
0.671897,0.000232919
0.671953,0.000220107
0.672012,0.000207827
0.672073,0.000196107
0.672135,0.00018544
0.672197,0.000175703
0.672258,0.000166792
0.67232,0.000158617
0.672413,0.000147566
0.672505,0.000137772
0.672598,0.000129053
0.672691,0.000121257
0.672783,0.000114259
0.672876,0.000107954
0.672969,0.000102253
0.673084,9.59E-05
0.6732,9.02E-05
0.673277,8.68E-05
0.673401,8.17E-05
0.673524,7.73E-05
0.673648,7.32E-05
0.673771,6.96E-05
0.673933,6.54E-05
0.674095,6.17E-05
0.674261,5.83E-05
0.674435,5.52E-05
0.674608,5.24E-05
0.674782,5.00E-05
0.674956,4.78E-05
0.675129,4.58E-05
0.675361,4.35E-05
0.675592,4.15E-05
0.675824,3.97E-05
0.676055,3.81E-05
0.676364,3.62E-05
0.676673,3.47E-05
0.676981,3.33E-05
0.67729,3.21E-05
0.677599,3.11E-05
0.677908,3.02E-05
0.678216,2.94E-05
0.678679,2.83E-05
0.679142,2.75E-05
0.679451,2.70E-05
0.680068,2.62E-05
0.680686,2.56E-05
0.681303,2.52E-05
0.68192,2.49E-05
0.682538,2.47E-05
0.683155,2.46E-05
0.683773,2.47E-05
0.68439,2.49E-05
0.685007,2.53E-05
0.685514,2.57E-05
0.686021,2.63E-05
0.686528,2.70E-05
0.686908,2.78E-05
0.687226,2.85E-05
0.687417,2.89E-05
0.687799,3.01E-05
0.688032,3.09E-05
0.688265,3.18E-05
0.688497,3.29E-05
0.68873,3.42E-05
0.688963,3.56E-05
0.689254,3.77E-05
0.689428,3.93E-05
0.689602,4.10E-05
0.689777,4.30E-05
0.689951,4.53E-05
0.690068,4.70E-05
0.690184,4.89E-05
0.6903,5.11E-05
0.690417,5.35E-05
0.690533,5.61E-05
0.690649,5.92E-05
0.690708,6.08E-05
0.690824,6.45E-05
0.690911,6.76E-05
0.690998,7.10E-05
0.691086,7.48E-05
0.691173,7.91E-05
0.69126,8.40E-05
0.691347,8.94E-05
0.691435,9.56E-05
0.691493,0.000100201
0.691555,0.000105569
0.69162,0.000111887
0.691685,0.000118945
0.691751,0.000126861
0.691815,0.000135572
0.691862,0.000142658
0.691909,0.000150423
0.691956,0.000158964
0.692002,0.000168385
0.692048,0.000178563
0.692092,0.000189266
0.692136,0.000201085
0.692179,0.000214156
0.692223,0.000228723
0.692266,0.000245045
0.69231,0.00026338
0.692339,0.000276884
0.692368,0.00029155
0.692397,0.000307515
0.692426,0.000324936
0.692455,0.000343996
0.692484,0.000364905
0.692511,0.000385508
0.692534,0.000405415
0.692557,0.000426995
0.69258,0.00045044
0.692604,0.000475971
0.692627,0.00050384
0.69265,0.000534341
0.692674,0.000567812
0.692694,0.000599547
0.692719,0.000643974
0.692745,0.00069366
0.692762,0.000730109
0.692779,0.000769565
0.692796,0.000812384
0.692813,0.000858976
0.692829,0.000905519
0.69285,0.000975696
0.692865,0.00102716
0.692879,0.00108281
0.692893,0.00114311
0.692908,0.00120858
0.692922,0.00127984
0.692936,0.0013576
0.692954,0.00146231
0.692971,0.00157957
0.692983,0.00166568
0.692995,0.00175895
0.693006,0.00186014
0.693018,0.00197015
0.69303,0.00208999
0.693043,0.00224843
0.693057,0.00242499
0.693071,0.00262242
0.693081,0.00276718
0.69309,0.0029237
0.693099,0.0030932
0.693108,0.00326511
0.69312,0.00352934
0.693128,0.00372249
0.693137,0.00393068
0.693145,0.00415538
0.693153,0.00439809
0.693161,0.00466053
0.693169,0.00494448
0.69318,0.0053445
0.69319,0.00578784
0.693201,0.00627937
0.693211,0.00682399
0.693221,0.00742667
0.693232,0.00809184
0.693242,0.00882311
0.693253,0.00962231
0.693263,0.0104892
0.693274,0.0114193
0.693288,0.0127707
0.693317,0.0156482
0.693328,0.0166681
0.693339,0.0175886
0.693347,0.0181692
0.693355,0.0186545
0.693363,0.0190288
0.693371,0.0192794
0.693379,0.0193977
0.693381,0.0194069
0.693389,0.0193415
0.693397,0.0191386
0.693405,0.0188054
0.693413,0.0183538
0.693421,0.0178118
0.693429,0.0171873
0.693441,0.0161343
0.69346,0.0142126
0.69348,0.012321
0.693494,0.0110247
0.693504,0.0101201
0.693515,0.00928097
0.693525,0.00851015
0.693536,0.0078068
0.693546,0.00716822
0.693556,0.00659033
0.693567,0.00606849
0.693577,0.00559769
0.693588,0.0051731
0.693596,0.00487167
0.693604,0.0045933
0.693612,0.00433598
0.69362,0.00409797
0.693629,0.00387755
0.693637,0.00367328
0.693649,0.00339408
0.693658,0.00321264
0.693667,0.00303391
0.693676,0.00286903
0.693686,0.00271671
0.693695,0.00257576
0.693709,0.00238342
0.693723,0.00221127
0.693733,0.00209381
0.693745,0.00197373
0.693757,0.0018635
0.693768,0.00176212
0.69378,0.0016687
0.693791,0.00158243
0.693809,0.00146498
0.69382,0.00139378
0.693834,0.00131655
0.693848,0.00124559
0.693861,0.00118023
0.693875,0.0011199
0.693896,0.00103771
0.693916,0.000964281
0.69393,0.000919613
0.693949,0.000862854
0.693968,0.000811309
0.693987,0.000764359
0.694005,0.000721464
0.694024,0.000682146
0.694043,0.000646019
0.694062,0.000612753
0.694081,0.000582068
0.694104,0.000547464
0.694128,0.000515969
0.694151,0.000487222
0.694174,0.000460916
0.694197,0.000436781
0.694221,0.00041459
0.694244,0.000394138
0.694267,0.000375251
0.694296,0.000353606
0.694325,0.000333904
0.694354,0.000315918
0.694384,0.000299457
0.694413,0.000284354
0.694442,0.000270464
0.694485,0.000251635
0.694529,0.000234922
0.694573,0.00022003
0.694616,0.000206639
0.69466,0.00019457
0.694703,0.000183669
0.694748,0.000173552
0.694795,0.000163962
0.694842,0.000155286
0.694889,0.000147412
0.69492,0.000142559
0.694983,0.000133693
0.695048,0.000125467
0.695113,0.000118163
0.695179,0.00011165
0.695244,0.000105826
0.695302,0.000101149
0.69539,9.49E-05
0.695477,8.94E-05
0.695564,8.46E-05
0.695651,8.03E-05
0.695748,7.62E-05
0.695825,7.32E-05
0.69594,6.93E-05
0.696058,6.59E-05
0.696182,6.27E-05
0.696307,6.00E-05
0.696463,5.71E-05
0.696578,5.52E-05
0.696751,5.28E-05
0.696923,5.09E-05
0.697095,4.93E-05
0.697268,4.79E-05
0.69744,4.68E-05
0.697728,4.54E-05
0.697958,4.46E-05
0.698219,4.40E-05
0.698481,4.37E-05
0.698742,4.36E-05
0.699004,4.37E-05
0.699266,4.41E-05
0.699527,4.46E-05
0.699789,4.54E-05
0.700149,4.67E-05
0.700443,4.81E-05
0.700737,4.97E-05
0.701031,5.17E-05
0.701326,5.40E-05
0.70162,5.67E-05
0.701895,5.96E-05
0.702078,6.18E-05
0.702261,6.42E-05
0.702457,6.70E-05
0.702562,6.86E-05
0.702771,7.22E-05
0.70298,7.63E-05
0.70319,8.08E-05
0.703425,8.66E-05
0.703582,9.10E-05
0.703739,9.58E-05
0.703896,0.00010118
0.704053,0.000107114
0.70421,0.000113721
0.704367,0.000121106
0.704524,0.00012939
0.704642,0.000136279
0.704759,0.000143834
0.704877,0.000152142
0.704995,0.000161304
0.705113,0.000171436
0.70523,0.000182674
0.705348,0.000195179
0.705466,0.00020915
0.705584,0.000224824
0.705701,0.00024245
0.705799,0.000258896
0.705897,0.000277233
0.705963,0.000290631
0.706039,0.000307496
0.706115,0.000325987
0.70619,0.000346233
0.706266,0.000368416
0.706353,0.000396452
0.70641,0.000417039
0.706468,0.000439333
0.706528,0.000464647
0.706591,0.000493502
0.706653,0.000525157
0.706716,0.000559972
0.706779,0.000598367
0.706842,0.000640829
0.706905,0.000687927
0.706967,0.000740325
0.707015,0.000783568
0.707062,0.000830609
0.707109,0.000881879
0.707156,0.000937864
0.707203,0.000999118
0.70725,0.00106627
0.707297,0.00114003
0.707344,0.00122121
0.707391,0.00131072
0.707438,0.00140962
0.707485,0.00151907
0.707533,0.00164038
0.70758,0.00177504
0.707627,0.00192464
0.707674,0.00209096
0.707705,0.00221203
0.707737,0.00234192
0.707768,0.00248118
0.707799,0.00263034
0.707846,0.00287371
0.707894,0.0031417
0.707941,0.00343481
0.707988,0.00375233
0.708036,0.00410139
0.708134,0.00485269
0.7082,0.00534746
0.708249,0.00568566
0.708285,0.00590174
0.708314,0.00605043
0.708344,0.00616872
0.708373,0.00625301
0.708402,0.00630047
0.708422,0.0063107
0.708448,0.00629796
0.708473,0.00625627
0.708507,0.00615779
0.708541,0.00601433
0.708573,0.00584324
0.708618,0.00555641
0.708663,0.0052331
0.708814,0.00407885
0.708861,0.00373987
0.708909,0.00342323
0.708956,0.00313107
0.709003,0.00286402
0.70905,0.00262158
0.709081,0.00247299
0.709113,0.00233427
0.709144,0.0022049
0.709191,0.00202712
0.709238,0.00186721
0.709285,0.00172334
0.709332,0.00159381
0.709379,0.00147705
0.709427,0.00137165
0.709474,0.00127635
0.709521,0.00119003
0.709568,0.00111169
0.709615,0.00104046
0.709662,0.000975562
0.709709,0.000916318
0.709756,0.000862128
0.709803,0.000812467
0.70985,0.000766866
0.709898,0.000724918
0.70996,0.000674047
0.710023,0.000628281
0.710086,0.000586982
0.710149,0.000549607
0.710211,0.000515689
0.710274,0.000484826
0.71034,0.000455553
0.710408,0.000427863
0.710476,0.000402678
0.710544,0.000379702
0.710607,0.000360122
0.710695,0.000335236
0.710784,0.000312845
0.710879,0.000291195
0.710978,0.000271116
0.711077,0.000253135
0.71118,0.000236456
0.711283,0.000221381
0.711391,0.000207173
0.711509,0.000193281
0.711627,0.000180834
0.711744,0.000169644
0.711862,0.000159549
0.71198,0.000150415
0.712098,0.000142125
0.712215,0.000134579
0.712294,0.000129911
0.712451,0.000121378
0.712608,0.000113755
0.712765,0.00010694
0.712922,0.000100804
0.713079,9.53E-05
0.713236,9.03E-05
0.713393,8.57E-05
0.713654,7.90E-05
0.713864,7.44E-05
0.714073,7.02E-05
0.714282,6.64E-05
0.714491,6.31E-05
0.714675,6.04E-05
0.714858,5.79E-05
0.715132,5.46E-05
0.71542,5.16E-05
0.715714,4.88E-05
0.716009,4.64E-05
0.716303,4.42E-05
0.716597,4.23E-05
0.716924,4.04E-05
0.717317,3.83E-05
0.717709,3.66E-05
0.718102,3.50E-05
0.718494,3.36E-05
0.718886,3.24E-05
0.71941,3.10E-05
0.719933,2.98E-05
0.720456,2.87E-05
0.720979,2.78E-05
0.721503,2.71E-05
0.722026,2.64E-05
0.722811,2.55E-05
0.723596,2.48E-05
0.72438,2.43E-05
0.725165,2.39E-05
0.726212,2.35E-05
0.727258,2.33E-05
0.728043,2.32E-05
0.72951,2.34E-05
0.729999,2.36E-05
0.730647,2.38E-05
0.731295,2.42E-05
0.731943,2.47E-05
0.732522,2.52E-05
0.733101,2.59E-05
0.733568,2.65E-05
0.734035,2.73E-05
0.734502,2.83E-05
0.73497,2.94E-05
0.73532,3.04E-05
0.735671,3.16E-05
0.736021,3.29E-05
0.736255,3.40E-05
0.736488,3.51E-05
0.736722,3.64E-05
0.736956,3.79E-05
0.737072,3.87E-05
0.737306,4.05E-05
0.73754,4.25E-05
0.737832,4.55E-05
0.738007,4.76E-05
0.738182,4.99E-05
0.738357,5.26E-05
0.738533,5.56E-05
0.738708,5.90E-05
0.738839,6.18E-05
0.738971,6.50E-05
0.739102,6.86E-05
0.739233,7.26E-05
0.739362,7.71E-05
0.739491,8.21E-05
0.739613,8.75E-05
0.739705,9.20E-05
0.739806,9.75E-05
0.739911,0.000103953
0.740016,0.000111233
0.740104,0.000118025
0.740191,0.000125595
0.740279,0.000134114
0.740367,0.000143707
0.740425,0.000150791
0.740483,0.000158502
0.740542,0.000166917
0.7406,0.000176124
0.740659,0.000186225
0.740717,0.00019734
0.740776,0.000209609
0.740834,0.000223198
0.740892,0.000238302
0.740951,0.000255154
0.740995,0.000269107
0.741038,0.000284337
0.741082,0.000301005
0.741126,0.000319297
0.74117,0.000339424
0.741217,0.000363478
0.741266,0.000391358
0.741299,0.000411906
0.741332,0.000434213
0.741364,0.000458473
0.741397,0.000484925
0.74143,0.000513817
0.741459,0.000542455
0.7415,0.000585199
0.741527,0.000616646
0.741553,0.000650782
0.74158,0.000687903
0.741607,0.00072834
0.741634,0.000772482
0.741661,0.000820776
0.741692,0.000883478
0.741724,0.000953604
0.741745,0.00100505
0.741766,0.00106071
0.741787,0.00112104
0.741808,0.00118654
0.741829,0.00125779
0.741848,0.00132649
0.741867,0.00140075
0.741885,0.00148116
0.741904,0.00156836
0.741923,0.00166308
0.741941,0.00176612
0.74196,0.00187838
0.741979,0.00200087
0.742,0.00215232
0.742021,0.00231993
0.742042,0.00250571
0.742063,0.00271188
0.742084,0.00294087
0.742105,0.00319529
0.742126,0.00347787
0.742147,0.00379132
0.742168,0.00413819
0.742189,0.00452048
0.74221,0.00493933
0.742231,0.00539433
0.742252,0.00588282
0.74228,0.00657554
0.742331,0.00786604
0.742355,0.00842064
0.742371,0.00874707
0.742387,0.00902488
0.742403,0.00924275
0.742418,0.00939114
0.74243,0.00945265
0.742442,0.00946958
0.742454,0.00944074
0.742466,0.00936636
0.742483,0.00919998
0.742499,0.00896406
0.742515,0.00867254
0.74253,0.00833884
0.742554,0.00777961
0.742617,0.00618424
0.74264,0.00563739
0.742661,0.00516487
0.742682,0.00472772
0.742703,0.00432728
0.742724,0.00396302
0.742745,0.0036333
0.742766,0.00333572
0.742787,0.00306771
0.742808,0.00282647
0.742829,0.00260936
0.74285,0.00241382
0.742865,0.00228471
0.742882,0.00215596
0.742898,0.00203699
0.742914,0.00192695
0.742931,0.00182506
0.742955,0.00168596
0.74298,0.00156149
0.742997,0.00148051
0.743016,0.00140066
0.743035,0.00132692
0.743053,0.00125872
0.743082,0.00116571
0.74311,0.00108251
0.743138,0.00100787
0.743161,0.000951411
0.743184,0.000899586
0.743208,0.000851922
0.743231,0.000808002
0.743254,0.000767454
0.743289,0.000712257
0.743324,0.000662987
0.743356,0.00062359
0.743387,0.00058779
0.743418,0.000555167
0.743449,0.000525312
0.74348,0.000497897
0.743511,0.000472707
0.743542,0.000449544
0.743587,0.00041899
0.74363,0.000393269
0.743673,0.000370154
0.743716,0.000349252
0.743758,0.000330285
0.743801,0.00031306
0.743845,0.000296999
0.743889,0.000282384
0.743947,0.000264875
0.744006,0.00024934
0.744064,0.000235514
0.744122,0.000223179
0.744181,0.000212151
0.744239,0.000202274
0.744298,0.000193418
0.744356,0.000185472
0.744414,0.00017834
0.744502,0.000168997
0.744572,0.00016256
0.744642,0.000156947
0.744712,0.000152131
0.744782,0.000147943
0.744887,0.000142815
0.744993,0.000138977
0.74509,0.000136498
0.745171,0.000135166
0.745252,0.000134494
0.745279,0.000134424
0.745376,0.000134875
0.745474,0.000136312
0.745568,0.000138743
0.745655,0.000142032
0.745742,0.000146381
0.745807,0.000150417
0.745878,0.000155761
0.74595,0.000162159
0.746021,0.000169764
0.746087,0.000178017
0.746147,0.00018678
0.746207,0.00019688
0.746252,0.000205427
0.746298,0.000215
0.746343,0.000225737
0.746388,0.000237775
0.746433,0.000251305
0.746478,0.000266555
0.746523,0.000283802
0.746568,0.000303383
0.746598,0.000317933
0.746629,0.000333844
0.746659,0.000351283
0.746689,0.000370442
0.746719,0.000391545
0.746749,0.000414853
0.746779,0.000440666
0.746812,0.000471984
0.746844,0.000507205
0.746866,0.000533202
0.746888,0.000561503
0.74691,0.000592375
0.746932,0.000626123
0.746953,0.000663082
0.746979,0.000711769
0.747005,0.000766321
0.747023,0.000806438
0.74704,0.000849969
0.747057,0.000897299
0.747075,0.000948871
0.747092,0.00100517
0.747107,0.00105842
0.747122,0.00111611
0.747137,0.00117871
0.747152,0.00124679
0.747167,0.00132097
0.747182,0.00140197
0.747197,0.0014906
0.747212,0.00158779
0.747224,0.00167245
0.747236,0.00176388
0.747248,0.0018628
0.74726,0.00196998
0.747272,0.00208629
0.747284,0.00221269
0.747296,0.00235027
0.747308,0.00250024
0.747319,0.00264271
0.747329,0.00279668
0.74734,0.00296326
0.747351,0.0031436
0.747361,0.00333902
0.747372,0.00355083
0.747382,0.0037805
0.747393,0.0040295
0.747405,0.00434997
0.747418,0.00470196
0.74743,0.0050879
0.747442,0.00550979
0.747455,0.00596906
0.747466,0.00643479
0.747481,0.00708304
0.747496,0.00777848
0.747543,0.0100407
0.747558,0.010753
0.74757,0.0112228
0.747582,0.0116153
0.747591,0.0118544
0.747601,0.0120289
0.74761,0.0121334
0.747619,0.0121645
0.747629,0.01211
0.74764,0.0119626
0.74765,0.0117284
0.74766,0.0114164
0.747671,0.011047
0.747686,0.0104009
0.747701,0.00968244
0.747737,0.0079346
0.747751,0.00727308
0.747764,0.00667452
0.747778,0.00611781
0.747791,0.00560539
0.747805,0.00513756
0.747818,0.00471274
0.747832,0.00432847
0.747845,0.00398167
0.747859,0.00366909
0.747872,0.00338744
0.747886,0.0031336
0.747897,0.00295346
0.747907,0.00278709
0.747918,0.00263329
0.747928,0.00249099
0.747939,0.00235917
0.747954,0.00217916
0.74797,0.00201803
0.747982,0.00190644
0.747994,0.00180352
0.748006,0.00170843
0.748018,0.00162047
0.748036,0.00150042
0.748055,0.00139299
0.748067,0.00132757
0.748082,0.00125198
0.748097,0.00118263
0.748112,0.00111885
0.748127,0.00106009
0.748142,0.00100584
0.748164,0.000932004
0.748187,0.00086609
0.748207,0.000813366
0.748227,0.000765417
0.748247,0.000721674
0.748267,0.000681643
0.748287,0.0006449
0.748307,0.000611113
0.748327,0.000579992
0.748347,0.000551283
0.748373,0.000517405
0.748399,0.000486716
0.748425,0.00045881
0.748451,0.000433337
0.748476,0.00041002
0.748502,0.000388635
0.748528,0.000368981
0.748554,0.00035088
0.748584,0.000331558
0.748614,0.000313907
0.748644,0.000297739
0.748674,0.000282893
0.748704,0.000269228
0.748749,0.000250684
0.748795,0.000234177
0.74884,0.000219417
0.748885,0.000206168
0.74893,0.000194228
0.748975,0.000183431
0.74902,0.000173638
0.749069,0.000164051
0.74912,0.000155038
0.749171,0.000146841
0.749221,0.000139387
0.749272,0.000132593
0.74934,0.000124425
0.749407,0.000117136
0.749475,0.000110615
0.749543,0.000104753
0.749612,9.94E-05
0.749682,9.44E-05
